Game ID,Date,Time (EST),Lat,Lng,DateTime,Unix Time
46129,2018-12-02,8:20PM,40.446667,-80.015833,2018-12-02 8:20PM,1543800000
46135,2018-12-03,8:15PM,39.900833,-75.1675,2018-12-03 8:15PM,1543886100
46136,2018-12-06,8:20PM,36.166389,-86.771389,2018-12-06 8:20PM,1544145600
46137,2018-12-09,1:00PM,44.501389,-88.06222199999998,2018-12-09 1:00PM,1544378400
46138,2018-12-09,1:00PM,39.048889,-94.483889,2018-12-09 1:00PM,1544378400
46139,2018-12-09,1:00PM,41.506111,-81.699444,2018-12-09 1:00PM,1544378400
46140,2018-12-09,1:00PM,29.684722,-95.410833,2018-12-09 1:00PM,1544378400
46142,2018-12-09,1:00PM,25.958056,-80.238889,2018-12-09 1:00PM,1544378400
46143,2018-12-09,1:00PM,27.975833,-82.503333,2018-12-09 1:00PM,1544378400
46144,2018-12-09,1:00PM,38.907778,-76.86444399999998,2018-12-09 1:00PM,1544378400
46145,2018-12-09,1:00PM,42.774,-78.78699999999998,2018-12-09 1:00PM,1544378400
46146,2018-12-09,4:05PM,33.864000000000004,-118.261,2018-12-09 4:05PM,1544389500
46147,2018-12-09,4:05PM,37.403,-121.97,2018-12-09 4:05PM,1544389500
46148,2018-12-09,4:25PM,33.5275,-112.2625,2018-12-09 4:25PM,1544390700
46149,2018-12-09,4:25PM,32.747778000000004,-97.092778,2018-12-09 4:25PM,1544390700
46150,2018-12-09,4:25PM,37.751667,-122.200556,2018-12-09 4:25PM,1544390700
46141,2018-12-09,8:20PM,41.8623,-87.6167,2018-12-09 8:20PM,1544404800
46151,2018-12-10,8:15PM,47.5952,-122.3316,2018-12-10 8:15PM,1544490900
46152,2018-12-13,8:20PM,39.048889,-94.483889,2018-12-13 8:20PM,1544750400
46154,2018-12-15,4:30PM,40.81352800000001,-74.074361,2018-12-15 4:30PM,1544909400
46153,2018-12-15,8:20PM,39.743889,-105.02,2018-12-15 8:20PM,1544923200
46155,2018-12-16,1:00PM,39.760056,-86.16380600000002,2018-12-16 1:00PM,1544983200
46156,2018-12-16,1:00PM,44.974,-93.258,2018-12-16 1:00PM,1544983200
46157,2018-12-16,1:00PM,39.095,-84.516,2018-12-16 1:00PM,1544983200
46158,2018-12-16,1:00PM,40.81352800000001,-74.074361,2018-12-16 1:00PM,1544983200
46159,2018-12-16,1:00PM,30.323889,-81.6375,2018-12-16 1:00PM,1544983200
46160,2018-12-16,1:00PM,33.755429,-84.401067,2018-12-16 1:00PM,1544983200
46161,2018-12-16,1:00PM,42.774,-78.78699999999998,2018-12-16 1:00PM,1544983200
46162,2018-12-16,1:00PM,41.8623,-87.6167,2018-12-16 1:00PM,1544983200
46163,2018-12-16,1:00PM,39.278056,-76.622778,2018-12-16 1:00PM,1544983200
46164,2018-12-16,4:05PM,37.403,-121.97,2018-12-16 4:05PM,1544994300
46165,2018-12-16,4:25PM,40.446667,-80.015833,2018-12-16 4:25PM,1544995500
46166,2018-12-16,8:20PM,34.014167,-118.287778,2018-12-16 8:20PM,1545009600
46167,2018-12-17,8:15PM,35.225833,-80.852778,2018-12-17 8:15PM,1545095700
46177,2018-12-22,4:30PM,36.166389,-86.771389,2018-12-22 4:30PM,1545514200
46178,2018-12-22,8:20PM,33.864000000000004,-118.261,2018-12-22 8:20PM,1545528000
46168,2018-12-23,1:00PM,35.225833,-80.852778,2018-12-23 1:00PM,1545588000
46169,2018-12-23,1:00PM,42.090944,-71.264344,2018-12-23 1:00PM,1545588000
46170,2018-12-23,1:00PM,41.506111,-81.699444,2018-12-23 1:00PM,1545588000
46171,2018-12-23,1:00PM,40.81352800000001,-74.074361,2018-12-23 1:00PM,1545588000
46172,2018-12-23,1:00PM,39.900833,-75.1675,2018-12-23 1:00PM,1545588000
46173,2018-12-23,1:00PM,25.958056,-80.238889,2018-12-23 1:00PM,1545588000
46174,2018-12-23,1:00PM,42.34,-83.045556,2018-12-23 1:00PM,1545588000
46175,2018-12-23,1:00PM,39.760056,-86.16380600000002,2018-12-23 1:00PM,1545588000
46176,2018-12-23,1:00PM,32.747778000000004,-97.092778,2018-12-23 1:00PM,1545588000
46179,2018-12-23,4:05PM,37.403,-121.97,2018-12-23 4:05PM,1545599100
46180,2018-12-23,4:05PM,33.5275,-112.2625,2018-12-23 4:05PM,1545599100
46181,2018-12-23,4:25PM,29.950833000000006,-90.081111,2018-12-23 4:25PM,1545600300
46182,2018-12-23,8:20PM,47.5952,-122.3316,2018-12-23 8:20PM,1545614400
46183,2018-12-24,8:15PM,37.751667,-122.200556,2018-12-24 8:15PM,1545700500
46184,2018-12-30,1:00PM,27.975833,-82.503333,2018-12-30 1:00PM,1546192800
46185,2018-12-30,1:00PM,29.950833000000006,-90.081111,2018-12-30 1:00PM,1546192800
46189,2018-12-30,1:00PM,40.81352800000001,-74.074361,2018-12-30 1:00PM,1546192800
46190,2018-12-30,1:00PM,44.501389,-88.06222199999998,2018-12-30 1:00PM,1546192800
46192,2018-12-30,1:00PM,29.684722,-95.410833,2018-12-30 1:00PM,1546192800
46193,2018-12-30,1:00PM,42.774,-78.78699999999998,2018-12-30 1:00PM,1546192800
46194,2018-12-30,1:00PM,42.090944,-71.264344,2018-12-30 1:00PM,1546192800
46186,2018-12-30,4:25PM,44.974,-93.258,2018-12-30 4:25PM,1546205100
46187,2018-12-30,4:25PM,40.446667,-80.015833,2018-12-30 4:25PM,1546205100
46188,2018-12-30,4:25PM,39.278056,-76.622778,2018-12-30 4:25PM,1546205100
46195,2018-12-30,4:25PM,39.048889,-94.483889,2018-12-30 4:25PM,1546205100
46196,2018-12-30,4:25PM,38.907778,-76.86444399999998,2018-12-30 4:25PM,1546205100
46197,2018-12-30,4:25PM,47.5952,-122.3316,2018-12-30 4:25PM,1546205100
46198,2018-12-30,4:25PM,39.743889,-105.02,2018-12-30 4:25PM,1546205100
46199,2018-12-30,4:25PM,34.014167,-118.287778,2018-12-30 4:25PM,1546205100
46191,2018-12-30,8:20PM,36.166389,-86.771389,2018-12-30 8:20PM,1546219200
